FoodID,Calories_per_100g,Protein_g_per_100g,Fat_g_per_100g,Carbs_g_per_100g,Fiber_g_per_100g,Vit_A_IU_per_100g,Vit_C_mg_per_100g,Vit_D_ug_per_100g,Vit_E_mg_per_100g,Vit_B1_mg_per_100g,Iron_mg_per_100g,Calcium_mg_per_100g,Potassium_mg_per_100g,Polyphenols_mg_per_100g,Phytosterols_mg_per_100g
F002516,353.1,6.3,4.5,71.7,1.9,1090.48,6.03,5.41,9.89,0.573,4.62,278.04,347.79,204.53,141.5
F002517,583.7,16.8,47.0,16.7,10.9,163.24,14.01,0.56,5.7,0.412,14.61,397.01,20.33,248.63,129.42
F002518,353.6,22.8,2.7,57.5,6.2,105.42,11.4,2.47,2.11,0.927,1.5,180.86,715.56,48.12,10.08
F002519,813.4,0.0,92.3,0.0,0.0,608.33,16.18,4.89,3.34,0.512,3.79,152.25,698.25,238.24,39.63
F002520,127.4,4.8,2.7,17.5,0.0,1167.96,79.8,7.02,7.69,0.883,10.15,253.3,700.94,147.29,125.74
F002521,266.1,15.7,23.3,3.8,0.0,431.28,76.77,6.42,1.88,1.363,4.0,68.68,319.66,180.45,122.24
F002522,116.4,3.7,4.9,1.0,0.0,308.2,44.07,6.58,6.08,0.288,11.82,34.97,642.87,120.05,61.73
F002523,96.6,4.3,0.6,4.9,0.0,167.83,45.84,0.54,4.66,1.116,13.85,12.33,67.13,41.24,36.97
F002524,560.5,11.4,42.7,23.5,6.8,130.45,6.48,3.2,2.05,1.332,9.45,275.93,573.54,102.23,79.14
F002525,336.6,23.4,3.8,56.9,12.0,235.5,50.19,6.84,8.7,0.287,5.06,183.11,595.13,144.15,19.17
F002526,366.2,6.7,3.6,73.3,1.6,955.48,46.42,5.02,9.6,0.085,6.48,210.2,272.43,103.88,121.09
F002527,52.5,0.4,0.2,19.8,3.6,446.01,67.73,1.34,6.78,0.904,10.31,236.42,769.66,92.37,76.08
F002528,642.0,18.9,51.4,13.6,11.8,377.12,47.01,4.11,6.27,1.006,9.61,204.65,643.31,156.63,64.05
F002529,219.7,23.0,17.9,4.5,0.0,299.09,27.81,6.04,0.55,1.267,5.46,191.05,70.28,61.8,129.25
F002530,72.1,18.1,5.7,6.2,0.0,471.77,3.65,6.91,3.88,1.157,5.68,260.54,525.98,239.87,67.93
F002531,91.2,15.0,21.7,2.0,0.0,1118.05,75.58,1.66,4.77,0.739,9.4,105.64,775.25,283.62,161.44
F002532,224.4,10.6,14.5,3.3,0.0,590.0,62.16,2.79,7.77,0.18,0.09,236.9,200.52,145.48,46.04
F002533,252.9,19.5,19.6,9.7,0.0,385.96,61.96,7.07,6.5,0.644,14.53,391.97,676.6,95.05,9.31
F002534,147.8,21.4,10.0,0.0,0.0,757.26,36.86,1.7,7.38,1.14,11.02,211.27,232.56,240.41,78.48
F002535,270.0,5.5,12.5,8.9,0.0,595.56,9.22,0.71,0.98,0.38,5.85,211.51,663.4,222.9,107.53
F002536,178.6,7.5,16.1,3.3,0.0,210.9,15.18,0.0,2.9,0.811,5.1,36.01,779.86,24.14,5.8
F002537,105.0,6.9,8.3,9.1,0.0,942.22,79.43,7.76,5.0,0.269,8.29,381.77,630.81,105.12,138.21
F002538,317.2,24.4,4.0,51.9,9.1,79.2,47.37,3.91,5.45,0.101,2.33,101.41,480.21,286.59,39.16
F002539,137.8,19.8,12.8,8.3,0.0,1063.65,29.12,0.4,5.24,1.135,6.92,255.78,126.46,58.64,38.25
F002540,313.7,22.4,1.7,50.5,7.8,868.52,63.0,1.86,9.48,1.489,0.49,153.79,108.81,123.54,94.18
F002541,68.0,2.3,1.2,18.8,2.4,353.77,20.38,4.95,4.81,0.101,9.9,315.01,390.68,18.7,90.6
F002542,168.6,1.5,3.3,26.0,0.0,67.92,1.95,0.94,1.4,1.093,9.18,381.67,280.21,288.06,37.37
F002543,649.5,19.6,41.7,28.8,9.0,1140.1,25.44,4.02,2.36,1.365,4.94,353.71,406.77,123.37,20.9
F002544,171.9,9.8,21.4,7.3,0.0,766.31,32.23,1.66,9.07,0.27,4.82,8.73,124.11,257.07,191.08
F002545,304.7,21.4,4.3,57.5,9.8,1183.02,37.27,2.46,3.8,0.87,9.03,348.42,254.53,113.69,35.24
F002546,308.7,24.2,4.1,53.8,10.2,1031.28,57.67,3.2,1.97,1.172,13.0,49.55,416.81,0.84,49.56
F002547,810.2,0.0,94.6,0.0,0.0,319.85,16.19,5.72,2.43,0.228,1.39,189.48,254.08,46.2,197.67
F002548,38.0,6.0,0.5,6.5,1.4,820.3,0.71,2.45,4.17,0.855,12.16,240.98,670.32,190.08,123.54
F002549,50.7,0.8,0.5,12.4,2.9,615.13,14.48,2.66,8.03,0.59,0.39,212.94,94.54,280.83,9.54
F002550,302.5,10.7,14.2,38.0,15.5,889.35,68.8,1.01,2.68,1.397,10.82,317.21,414.45,263.95,156.19
F002551,55.8,1.1,4.5,6.6,0.0,936.03,35.94,1.57,4.37,0.826,5.45,285.69,63.81,176.29,8.13
F002552,276.4,11.4,10.0,34.9,15.6,727.27,7.29,1.1,3.0,1.415,14.38,90.87,664.33,230.49,34.33
F002553,510.3,20.5,46.8,16.3,10.0,852.15,11.82,3.68,6.99,0.542,2.15,134.0,476.43,126.39,196.39
F002554,220.8,16.4,3.3,0.0,0.0,672.37,2.57,0.69,8.48,1.01,9.62,16.29,517.38,4.68,38.74
F002555,90.1,1.1,0.9,20.3,1.6,522.04,20.67,4.58,1.11,0.271,8.41,306.68,661.48,97.83,115.8
F002556,30.2,4.7,4.0,5.3,0.0,1019.75,34.62,4.64,4.84,1.48,10.8,211.43,362.22,148.88,68.78
F002557,344.6,18.7,3.9,54.8,5.6,960.53,14.31,7.39,4.3,1.216,9.69,361.57,21.79,242.36,22.27
F002558,209.2,19.7,19.1,0.0,0.0,581.14,32.77,3.92,3.75,0.478,12.11,58.34,710.48,160.44,75.56
F002559,210.2,29.6,13.7,0.0,0.0,475.54,23.01,6.88,2.1,1.049,9.27,130.04,422.69,153.78,25.47
F002560,87.9,4.5,0.9,33.8,0.0,983.52,35.89,1.03,8.9,0.303,14.96,280.01,546.89,246.46,144.83
F002561,352.0,20.5,2.9,52.8,5.7,443.68,78.76,6.31,1.69,0.287,4.47,3.79,437.58,287.82,132.26
F002562,73.5,1.9,0.6,8.2,5.9,507.8,21.42,7.71,1.92,0.178,12.23,316.62,487.25,65.48,138.78
F002563,193.4,28.7,15.7,0.0,0.0,763.94,20.15,2.92,2.53,0.837,0.79,78.88,354.42,220.42,64.9
F002564,326.9,24.2,1.7,52.2,7.8,984.8,73.01,0.01,4.25,1.115,2.99,395.1,148.0,165.64,47.61
F002565,872.6,0.0,99.6,0.0,0.0,79.51,39.14,7.39,8.38,0.341,13.62,161.55,459.77,287.05,188.46
F002566,59.4,4.2,0.7,5.3,1.6,1095.08,5.79,4.31,1.05,0.082,13.54,125.77,399.74,160.65,64.11
F002567,365.9,9.2,2.0,74.8,2.5,452.76,6.39,4.54,2.45,0.596,14.65,218.58,638.19,156.22,164.65
F002568,31.9,1.0,0.3,7.5,3.8,26.35,29.32,5.29,7.67,0.131,6.39,378.12,73.78,80.12,117.33
F002569,75.8,4.1,1.0,14.7,1.4,512.11,61.11,3.84,8.46,1.442,11.46,53.12,334.4,179.03,16.94
F002570,228.9,17.1,5.8,0.0,0.0,85.17,38.55,0.46,3.49,1.383,6.63,133.31,587.22,2.36,96.58
F002571,308.6,23.4,4.1,53.8,8.3,72.83,33.15,7.42,3.86,0.159,1.49,106.9,715.41,252.77,27.1
F002572,354.2,19.8,4.0,53.6,8.0,805.84,70.57,6.81,2.6,0.703,12.52,347.27,108.4,290.14,152.32
F002573,133.6,21.1,15.5,0.0,0.0,138.78,27.66,2.28,0.56,0.807,3.18,71.57,558.44,107.8,37.84
F002574,102.0,2.8,2.1,6.0,0.0,300.3,49.91,3.68,1.0,0.367,7.39,224.58,598.88,207.4,50.06
F002575,249.8,4.0,22.3,9.6,0.0,770.43,6.34,7.86,9.57,1.464,10.23,256.87,128.23,84.23,163.14
F002576,34.4,1.4,0.2,11.0,1.8,1146.92,36.03,0.51,9.42,0.644,11.47,158.81,145.81,147.39,113.34
F002577,22.7,1.8,1.3,9.7,2.5,685.34,36.53,7.02,6.3,1.417,4.21,35.85,707.13,133.04,70.03
F002578,855.1,0.0,90.6,0.0,0.0,529.0,55.47,0.48,2.93,1.292,6.14,338.33,505.62,1.65,139.88
F002579,312.3,19.9,2.8,56.1,6.6,640.3,77.6,5.33,4.41,0.424,1.31,22.41,349.23,237.37,39.42
F002580,355.6,9.2,2.3,76.6,2.9,776.05,63.42,0.28,3.51,0.331,5.67,328.87,361.47,276.17,53.89
F002581,98.5,14.6,21.3,7.7,0.0,488.5,41.28,0.04,1.96,0.289,11.56,188.58,429.68,137.12,9.53
F002582,30.5,2.1,1.3,33.4,0.0,778.98,47.12,4.04,6.88,0.939,6.12,50.0,568.4,286.34,117.8
F002583,58.1,1.1,0.9,9.7,3.2,1165.53,36.5,1.8,0.28,0.158,1.15,269.89,289.46,63.55,112.44
F002584,585.9,24.5,48.1,14.0,5.5,485.92,63.81,2.77,2.25,0.679,11.99,126.96,82.15,269.56,103.87
F002585,106.6,0.8,5.0,23.1,0.0,418.22,79.71,5.6,3.19,0.506,9.49,390.68,696.4,85.22,152.47
F002586,348.3,18.5,4.5,51.0,11.4,1138.46,43.45,4.52,7.23,0.75,4.81,296.2,770.02,30.02,116.2
F002587,108.4,16.4,1.8,2.3,0.0,208.8,47.96,5.8,0.83,1.098,9.13,103.73,20.44,267.94,180.66
F002588,207.9,26.5,8.3,0.0,0.0,832.62,16.94,0.31,6.22,1.309,12.22,100.4,202.18,241.13,147.31
F002589,33.7,1.2,1.0,9.8,1.8,931.05,33.45,1.85,6.26,1.152,6.25,81.98,268.13,169.03,164.11
F002590,346.9,7.8,14.1,53.5,10.9,1062.14,70.58,6.02,9.93,1.314,5.32,292.63,736.6,171.96,127.35
F002591,353.6,21.8,2.9,50.7,11.0,789.24,25.28,2.0,5.38,0.213,13.32,189.44,42.84,125.44,191.8
F002592,83.4,4.3,1.0,7.3,5.6,1119.85,77.12,4.22,5.19,0.945,6.14,144.27,431.96,11.35,17.88
F002593,75.6,2.1,0.7,6.9,4.4,851.21,39.49,1.46,0.47,0.7,7.69,366.12,158.01,285.4,139.29
F002594,593.6,10.5,57.8,25.6,7.4,86.26,56.91,4.29,7.14,0.73,12.83,240.22,675.07,128.75,12.16
F002595,352.0,6.8,10.8,59.7,17.4,914.74,1.74,5.89,9.54,1.323,13.99,213.08,238.61,219.47,154.31
F002596,357.2,11.5,2.8,73.5,2.9,131.93,42.57,4.4,2.45,0.557,5.11,350.16,89.42,2.79,19.58
F002597,211.5,7.7,15.5,9.7,0.0,1130.54,50.98,1.22,6.91,0.46,0.14,117.21,172.71,163.74,198.0
F002598,622.8,14.0,55.8,25.9,11.7,417.34,12.63,7.82,3.3,1.212,13.71,254.17,735.67,162.43,121.4
F002599,867.6,0.0,92.5,0.0,0.0,76.87,75.33,4.3,2.36,0.959,1.06,48.68,273.84,155.68,37.34
F002600,893.8,0.0,92.8,0.0,0.0,976.37,61.45,5.84,4.57,0.719,5.16,224.26,371.04,193.36,63.88
F002601,55.9,5.4,1.5,17.8,2.8,74.8,51.97,2.35,3.25,0.7,0.79,199.24,726.43,287.97,176.5
F002602,93.3,1.4,0.5,17.9,4.0,278.39,35.35,2.97,2.61,0.5,10.86,312.3,514.92,91.48,160.96
F002603,369.1,8.1,13.2,42.0,15.0,1035.47,42.51,6.98,5.47,0.455,3.81,78.55,375.11,251.83,31.28
F002604,369.0,10.9,4.5,75.5,1.5,961.68,56.05,5.23,7.34,0.163,9.09,112.5,361.46,153.33,139.76
F002605,867.1,0.0,90.8,0.0,0.0,328.96,53.33,3.7,2.04,1.052,3.89,51.3,785.42,269.0,177.16
F002606,617.5,16.3,49.0,14.2,8.9,425.25,69.88,5.58,1.39,0.216,6.9,117.4,367.89,293.4,56.14
F002607,41.3,5.0,0.9,18.1,4.6,936.36,49.1,0.14,8.77,0.758,8.68,83.18,305.77,226.97,176.27
F002608,160.5,4.2,3.9,46.0,0.0,123.5,33.96,0.89,3.8,0.93,9.93,135.19,256.5,62.41,145.21
F002609,329.0,24.4,3.4,51.0,11.3,911.51,35.21,6.5,2.37,0.586,13.69,77.67,418.61,38.13,87.0
F002610,52.9,0.4,1.0,10.0,2.8,1080.95,33.51,3.41,9.9,0.31,11.65,87.68,613.82,19.63,61.22
F002611,206.4,18.1,18.5,0.0,0.0,673.74,9.41,5.51,3.78,1.23,8.27,41.2,681.04,50.04,12.86
F002612,277.1,24.0,15.2,8.2,0.0,882.76,35.87,4.13,7.88,0.331,4.38,337.06,684.46,122.76,83.75
F002613,65.4,2.5,1.0,3.8,3.2,494.88,23.04,7.74,1.69,1.04,13.84,350.37,275.75,206.96,12.33
F002614,105.6,4.7,2.4,6.0,0.0,451.1,44.5,4.55,5.61,1.299,9.93,223.0,70.64,169.31,188.33
F002615,309.4,24.4,1.9,54.7,5.7,1171.36,52.67,5.77,6.59,0.593,1.2,197.02,351.76,272.49,77.53
F002616,101.3,21.1,18.1,0.0,0.0,669.59,0.42,3.16,5.65,1.245,7.1,131.53,300.33,274.63,75.87
F002617,342.4,11.5,14.8,57.7,21.0,91.39,42.04,0.24,7.07,1.179,8.89,159.81,172.19,239.48,125.39
F002618,79.7,1.0,1.2,17.1,2.8,515.87,15.04,6.84,6.6,0.614,4.12,278.02,468.07,118.88,37.01
F002619,828.4,0.0,97.2,0.0,0.0,114.11,20.35,2.29,5.21,0.639,7.92,293.85,548.62,104.91,7.86
F002620,605.5,26.2,49.0,21.2,6.1,607.31,67.19,0.19,1.09,0.961,3.58,157.13,145.25,172.05,81.85
F002621,341.7,11.9,3.2,70.8,2.0,752.03,33.45,0.38,2.12,0.958,7.71,316.16,641.27,240.4,106.06
F002622,88.8,3.4,1.0,37.3,0.0,359.89,67.98,4.24,0.47,1.447,3.84,191.63,225.38,94.5,174.43
F002623,164.7,3.2,1.8,43.8,0.0,59.78,75.16,7.77,5.9,0.211,1.31,167.68,599.74,289.16,107.02
F002624,229.9,9.0,15.8,3.3,0.0,792.84,50.31,6.81,9.49,0.764,10.41,341.97,759.83,159.93,172.62
F002625,557.3,24.0,57.0,19.8,8.3,649.32,37.6,4.71,9.75,1.32,3.19,290.66,746.62,157.74,111.82
F002626,330.4,19.5,4.7,58.9,8.9,692.75,19.77,6.09,5.91,0.474,3.51,168.41,331.47,77.82,39.86
F002627,423.9,5.9,6.2,45.1,28.6,725.68,16.53,7.59,0.75,1.396,4.63,370.67,699.23,208.52,148.67
F002628,63.9,4.8,0.3,2.7,3.9,952.55,45.41,4.43,9.87,0.233,9.68,366.55,123.67,295.54,185.83
F002629,97.8,0.9,0.8,7.3,2.4,160.26,22.38,7.16,3.0,0.443,9.79,120.76,227.48,79.57,71.97
F002630,346.8,7.1,3.6,75.1,1.6,779.0,24.03,2.74,8.94,1.001,8.08,334.32,520.03,100.01,37.15
F002631,529.1,25.2,46.4,29.9,8.7,5.63,17.9,3.82,9.52,0.158,12.0,208.48,356.3,93.33,15.41
F002632,856.7,0.0,93.8,0.0,0.0,922.88,26.69,1.13,6.9,0.361,8.5,123.76,601.57,282.66,127.56
F002633,152.7,19.9,23.7,4.3,0.0,1079.12,6.78,0.84,9.03,1.425,3.71,127.31,744.08,32.67,94.78
F002634,119.4,23.0,13.3,0.0,0.0,1194.18,21.36,5.46,3.32,0.407,3.09,111.78,109.1,146.32,155.68
F002635,322.7,8.1,3.6,76.3,2.4,193.62,32.4,3.49,4.8,0.056,12.21,361.62,326.47,239.92,33.54
F002636,174.5,2.1,1.4,44.0,0.0,928.82,7.09,5.5,2.08,0.381,6.35,6.48,421.4,170.42,24.47
F002637,215.5,23.6,6.8,0.0,0.0,174.31,41.34,3.94,6.32,0.722,14.83,204.82,317.41,113.98,143.19
F002638,631.3,20.3,57.5,11.5,10.7,523.71,70.64,1.29,8.17,0.893,1.69,302.21,246.43,75.55,194.72
F002639,323.1,9.9,2.6,77.4,1.9,1072.37,51.31,6.74,3.66,1.321,3.78,382.89,275.94,155.27,160.71
F002640,63.9,0.6,0.4,11.6,2.4,998.13,22.6,0.05,9.84,0.289,14.79,293.58,236.53,182.57,118.55
F002641,850.4,0.0,95.5,0.0,0.0,737.73,36.24,1.71,6.06,0.229,5.86,13.46,417.13,28.4,55.94
F002642,351.3,11.5,3.4,74.2,3.0,776.08,15.26,2.78,5.89,1.448,0.3,227.7,409.74,271.8,66.57
F002643,93.1,0.5,1.0,16.7,3.1,682.33,61.83,4.22,9.07,1.122,3.85,290.3,96.28,230.18,9.27
F002644,108.6,8.5,11.6,9.8,0.0,993.02,30.65,4.45,7.24,0.762,8.03,373.56,618.13,160.81,73.75
F002645,875.3,0.0,93.4,0.0,0.0,47.06,0.96,6.94,5.51,0.898,1.38,223.16,291.35,201.13,61.84
F002646,302.9,22.6,3.7,54.0,9.3,748.27,39.45,5.54,3.0,0.28,10.72,366.08,106.15,176.41,34.88
F002647,348.3,7.8,6.1,41.2,29.5,416.65,22.71,1.91,3.37,0.267,2.31,285.88,93.77,87.9,111.4
F002648,24.6,2.2,3.8,41.8,0.0,553.51,24.42,4.17,8.56,0.826,9.75,339.03,449.34,142.34,54.23
F002649,236.5,23.7,12.9,0.0,0.0,678.47,42.72,0.3,0.05,0.518,4.49,95.04,186.06,109.81,113.54
F002650,9.1,3.4,0.5,36.1,0.0,1133.96,59.38,7.53,2.8,0.576,5.8,317.02,533.95,73.85,145.33
F002651,330.5,21.3,2.4,52.4,5.6,1179.65,36.03,7.65,2.14,0.508,8.03,304.42,374.77,41.65,177.16
F002652,336.7,8.1,4.8,75.3,2.5,1027.49,66.09,3.88,3.93,0.666,0.65,73.42,646.89,48.1,56.11
F002653,175.9,14.8,13.1,6.7,0.0,1003.24,72.29,4.19,6.99,1.364,5.85,355.22,399.82,205.37,50.87
F002654,198.1,0.7,3.1,21.2,0.0,23.36,67.48,3.88,3.33,0.845,1.04,40.48,384.91,173.65,29.68
F002655,326.5,7.3,1.7,76.1,1.7,933.3,43.11,5.68,8.02,0.67,14.53,285.31,133.86,96.0,123.22
F002656,371.6,7.0,12.0,41.6,21.6,207.95,36.48,7.46,4.52,0.904,7.36,367.71,269.85,281.46,181.31
F002657,313.2,19.4,3.9,55.1,6.6,976.46,65.12,0.61,3.32,1.171,3.05,283.96,100.16,272.33,48.8
F002658,185.6,9.0,3.8,4.4,0.0,810.31,41.64,3.62,2.69,0.75,1.68,71.73,373.58,69.7,194.09
F002659,61.1,0.9,4.1,29.2,0.0,1043.63,73.4,4.7,8.25,1.432,1.25,75.14,791.55,233.72,53.88
F002660,802.2,0.0,97.6,0.0,0.0,926.05,21.78,2.11,8.11,1.437,12.99,8.23,793.71,55.11,111.5
F002661,55.8,1.1,0.6,14.9,3.2,1166.25,50.28,0.68,8.53,0.667,7.8,97.01,289.49,254.84,1.43
F002662,238.2,18.7,9.5,4.0,0.0,1130.19,30.4,3.54,2.73,0.589,11.2,151.4,625.61,30.9,12.74
F002663,273.9,7.0,6.9,5.0,0.0,908.72,52.46,5.0,6.59,0.062,5.7,283.25,37.55,182.04,39.14
F002664,868.3,0.0,93.5,0.0,0.0,93.01,52.05,7.4,4.83,0.08,11.15,135.57,89.73,31.03,147.88
F002665,49.5,3.1,1.0,2.4,1.8,712.89,66.09,5.35,8.05,0.935,11.33,240.97,624.8,18.48,22.74
F002666,365.2,9.8,10.1,44.4,27.8,705.22,44.24,0.34,9.96,0.446,6.11,109.94,509.05,253.82,89.0
F002667,327.3,10.7,3.7,75.6,1.2,664.23,78.55,1.46,4.68,1.407,12.62,304.06,559.14,251.82,15.88
F002668,292.9,7.0,6.4,42.3,15.0,303.55,65.06,6.06,1.05,0.725,12.15,144.92,88.78,207.31,194.42
F002669,64.5,2.4,0.7,8.1,5.3,371.04,50.73,0.08,6.32,0.747,11.45,379.52,560.91,5.32,28.69
F002670,191.2,1.5,4.2,9.7,0.0,611.7,45.47,6.98,3.32,0.967,13.53,188.92,778.37,263.11,43.06
F002671,137.4,20.7,4.0,0.0,0.0,682.44,65.29,3.9,9.62,1.483,13.14,387.03,135.67,291.41,27.07
F002672,558.0,21.4,43.9,13.9,6.3,345.66,7.37,6.09,6.21,0.388,4.05,173.02,554.87,77.29,132.28
F002673,825.0,0.0,99.8,0.0,0.0,23.33,63.33,4.03,7.52,0.825,4.89,20.86,309.73,88.05,163.12
F002674,829.9,0.0,97.5,0.0,0.0,439.76,11.06,5.12,1.59,0.15,14.77,294.28,266.37,252.11,9.15
F002675,513.9,15.3,49.8,29.7,9.1,1064.48,34.08,2.59,8.59,1.037,12.64,158.52,275.72,94.56,179.38
F002676,336.1,20.5,1.8,51.5,7.9,476.71,22.52,7.36,5.87,1.385,0.81,314.86,95.28,14.75,190.64
F002677,308.4,21.3,3.8,50.2,10.5,84.09,49.36,5.26,1.67,0.816,8.19,42.86,117.86,240.87,196.02
F002678,131.8,7.6,8.9,4.2,0.0,648.1,45.28,3.77,1.9,1.107,0.67,223.87,580.93,203.25,96.68
F002679,59.5,1.8,0.6,17.2,4.0,254.21,50.46,7.76,2.49,1.262,12.48,355.81,750.83,295.87,42.08
F002680,118.2,2.2,2.2,28.3,0.0,590.27,4.58,4.05,3.68,1.105,5.71,317.11,285.0,87.31,45.85
F002681,818.3,0.0,92.8,0.0,0.0,1171.3,72.39,4.58,5.02,1.384,12.81,84.76,695.6,13.25,143.25
F002682,393.1,9.0,5.4,59.3,11.9,719.64,42.86,2.89,8.55,0.524,0.9,346.44,292.33,186.96,15.56
F002683,61.4,2.6,3.0,36.2,0.0,862.53,64.97,3.23,3.19,0.5,1.36,346.64,725.16,36.78,169.98
F002684,360.0,8.0,2.5,71.6,1.3,366.39,2.3,7.88,7.32,0.769,13.19,275.07,215.68,55.39,150.18
F002685,72.3,3.0,0.1,10.7,2.0,1136.41,15.01,5.07,7.14,0.911,10.17,23.85,453.15,207.73,105.32
F002686,569.0,16.8,44.5,15.0,10.6,936.35,44.89,3.39,0.67,1.457,13.48,135.79,542.7,259.51,105.23
F002687,846.3,0.0,99.6,0.0,0.0,1125.07,69.46,2.95,8.93,1.488,8.17,77.54,216.94,164.91,0.57
F002688,586.6,29.7,54.8,20.4,11.5,1132.26,11.44,0.72,7.14,0.476,12.98,133.3,655.78,180.6,184.04
F002689,170.5,0.0,4.5,1.8,0.0,828.67,78.44,0.2,8.91,0.409,1.65,173.41,601.61,2.72,123.7
F002690,246.9,21.1,16.3,0.0,0.0,464.07,2.82,3.09,9.19,0.584,9.44,204.3,695.26,76.59,143.72
F002691,350.9,10.6,2.9,70.1,1.2,854.36,11.5,7.2,9.57,0.771,3.5,110.43,541.23,197.94,46.31
F002692,431.5,10.7,8.1,47.8,21.9,952.03,4.17,0.06,9.33,1.231,14.17,52.25,222.52,16.23,19.68
F002693,68.5,1.6,0.6,22.7,1.2,1083.39,12.53,7.1,8.28,0.767,12.14,127.07,130.01,162.82,116.46
F002694,61.3,1.6,0.4,11.9,4.8,801.32,20.75,3.78,7.35,1.373,2.14,328.0,743.07,202.52,43.24
F002695,310.9,10.3,10.2,57.1,21.6,443.76,56.41,1.32,9.4,0.866,14.27,114.48,117.94,15.53,127.99
F002696,257.5,8.5,6.6,37.5,28.4,335.53,31.91,1.77,1.83,0.696,8.31,281.74,593.47,84.96,159.28
F002697,584.8,20.1,48.4,29.6,10.3,51.85,56.16,4.58,2.56,0.921,1.71,316.15,242.59,199.57,143.87
F002698,95.8,1.2,0.4,18.7,2.0,447.0,71.57,5.47,9.54,0.678,5.74,157.49,49.54,175.4,16.78
F002699,210.9,7.6,17.1,7.8,0.0,809.21,62.07,3.14,5.57,1.433,6.69,20.3,203.52,198.64,151.36
F002700,394.6,11.1,9.2,33.4,22.4,417.05,37.88,2.14,0.63,0.132,1.19,96.94,462.39,215.67,2.23
F002701,433.9,11.3,7.6,54.3,27.8,879.52,32.15,1.65,2.84,0.392,13.47,57.11,127.4,215.13,172.7
F002702,255.2,7.8,14.7,50.7,24.8,259.13,70.46,1.78,7.06,0.003,6.15,95.57,388.86,18.74,133.36
F002703,115.6,23.7,1.7,4.2,0.0,527.5,11.16,3.76,1.96,1.112,6.95,381.78,168.59,190.24,84.77
F002704,88.3,1.0,0.5,13.6,1.8,550.14,12.8,2.55,8.15,0.397,1.76,320.07,175.94,112.67,79.21
F002705,62.2,1.9,0.6,24.4,3.8,355.92,30.56,4.13,6.68,1.343,11.18,93.85,499.13,59.3,18.48
F002706,329.6,9.7,2.9,76.0,1.8,1177.03,42.4,5.34,9.85,1.151,13.99,234.3,334.26,49.03,40.67
F002707,262.8,21.7,18.6,9.7,0.0,383.25,30.26,6.26,9.19,1.202,12.91,311.02,288.85,29.4,42.32
F002708,345.0,23.5,3.0,58.7,5.7,525.22,71.02,3.35,1.13,1.158,10.39,63.99,586.06,244.14,21.61
F002709,361.4,6.5,4.4,76.1,1.2,841.13,21.84,0.91,7.9,0.757,7.97,325.21,472.43,79.15,91.69
F002710,832.8,0.0,93.5,0.0,0.0,695.28,73.1,1.78,7.86,1.113,2.43,53.29,351.74,253.37,8.55
F002711,333.7,6.7,3.5,72.8,1.4,56.05,68.77,2.75,8.2,0.474,2.64,218.88,184.93,117.58,86.8
F002712,872.6,0.0,93.1,0.0,0.0,1038.37,8.64,4.15,0.64,0.034,3.93,107.27,166.27,93.66,128.02
F002713,290.7,9.2,7.3,55.6,26.6,529.0,43.81,6.94,4.42,1.3,0.04,119.06,306.85,79.26,53.36
F002714,126.7,4.1,3.3,2.0,0.0,756.15,37.99,7.94,7.87,0.543,14.7,341.01,133.56,166.24,86.63
F002715,339.5,9.5,1.6,75.8,2.5,151.8,17.74,3.43,2.58,0.496,2.29,275.38,420.4,126.9,161.97
F002716,164.0,17.9,3.1,0.0,0.0,169.18,41.39,2.8,7.11,1.071,10.46,110.8,453.65,107.11,70.97
F002717,321.8,19.3,1.4,52.4,11.8,620.34,33.55,3.22,8.23,0.028,12.59,131.11,614.9,266.71,196.85
F002718,349.3,9.2,4.9,74.6,2.8,464.67,59.48,3.92,1.9,0.274,6.29,294.45,66.84,79.34,30.42
F002719,258.5,5.5,3.9,3.0,0.0,236.71,14.68,5.21,7.63,0.135,14.43,253.54,655.16,55.02,95.88
F002720,548.5,17.8,46.0,21.6,9.2,1135.1,49.84,5.27,5.22,0.686,2.5,224.49,705.4,53.97,24.67
F002721,394.5,8.6,10.2,50.7,29.4,105.56,1.62,3.26,8.82,0.61,9.82,128.21,72.52,84.47,156.61
F002722,46.0,0.6,0.3,17.4,2.7,136.42,48.64,2.77,6.86,1.174,1.79,149.2,730.37,208.98,37.83
F002723,164.6,16.0,18.6,0.0,0.0,241.93,57.51,3.09,8.79,1.257,11.13,250.37,405.83,125.3,147.18
F002724,54.7,3.1,1.8,13.7,0.0,429.65,3.54,7.37,8.59,1.402,10.02,25.25,359.43,45.88,107.69
F002725,84.0,0.1,3.8,10.1,0.0,351.22,1.91,6.83,2.07,0.712,0.15,90.41,447.68,240.89,67.61
F002726,33.5,1.3,0.9,15.8,3.9,857.7,61.2,2.72,9.33,0.661,6.2,23.79,535.39,192.4,111.9
F002727,503.0,11.1,42.8,14.0,5.1,906.48,28.91,5.66,5.15,0.425,3.62,287.86,251.93,185.83,144.89
F002728,52.0,1.7,0.7,12.7,3.1,1020.88,78.57,0.75,3.25,0.166,2.7,262.87,631.38,82.73,5.14
F002729,129.5,21.4,6.3,0.0,0.0,582.46,3.22,3.81,8.98,0.659,12.49,345.26,139.19,252.46,109.96
F002730,63.9,1.4,0.7,15.9,1.7,967.32,46.4,0.56,1.97,0.538,13.72,269.62,357.4,284.26,96.3
